chr,start,end,label
7,352680,353179,1
7,382199,382698,0
7,388609,389108,1
7,420932,421431,1
7,423657,424156,0
7,428828,429327,0
7,477619,478118,0
7,484766,485265,1
7,507097,507596,0
7,508653,509152,1
7,566458,566957,0
7,568312,568811,1
7,574585,575084,1
7,607176,607675,1
7,626085,626584,0
7,653594,654093,1
7,659671,660170,1
7,707630,708129,0
7,715109,715608,1
7,750529,751028,0
7,760750,761249,0
7,777774,778273,1
7,783054,783553,0
7,800142,800641,0
7,814011,814510,0
7,815818,816317,0
7,834258,834757,1
7,841402,841901,0
7,866015,866514,0
7,888293,888792,1
7,916675,917174,1
7,944126,944625,0
7,947363,947862,0
7,977651,978150,1
7,993263,993762,0
7,999350,999849,1
7,1002110,1002609,1
7,1019987,1020486,0
7,1056150,1056649,0
7,1063247,1063746,1
8,7360,7859,1
8,10533,11032,0
8,32674,33173,0
8,34846,35345,0
8,45582,46081,1
8,64009,64508,1
8,78964,79463,0
8,94701,95200,1
8,108770,109269,0
8,111283,111782,1
8,114591,115090,0
8,133140,133639,1
8,145150,145649,0
8,168323,168822,1
8,220227,220726,0
8,222090,222589,0
8,245498,245997,1
8,321649,322148,0
8,338764,339263,0
8,345756,346255,0
8,359441,359940,1
8,391984,392483,1
8,406010,406509,1
8,418495,418994,0
8,431842,432341,0
8,447524,448023,1
8,460580,461079,0
8,474305,474804,1
8,501626,502125,1
8,535393,535892,1
8,555958,556457,1
8,559393,559892,0
9,7935,8434,0
9,33332,33831,1
9,48092,48591,0
9,73778,74277,1
9,80058,80557,1
9,105737,106236,1
9,127450,127949,0
9,136053,136552,1
9,139592,140091,0
9,141577,142076,0
9,154535,155034,0
9,162923,163422,1
9,174945,175444,1
9,183802,184301,0
9,204849,205348,0
9,214605,215104,1
9,215830,216329,0
9,245516,246015,1
9,247346,247845,1
9,264184,264683,0
9,276727,277226,0
9,301260,301759,0
9,310583,311082,1
9,321351,321850,0
9,341748,342247,1
9,347365,347864,0
9,357146,357645,1
9,374809,375308,0
9,411574,412073,1
9,432496,432995,1
10,7444,7943,1
10,18014,18513,0
10,23661,24160,1
10,61699,62198,0
10,67467,67966,1
10,83192,83691,0
10,90915,91414,0
10,99300,99799,1
10,100599,101098,0
10,127094,127593,0
10,161412,161911,1
10,182961,183460,0
10,228244,228743,1
10,239178,239677,0
10,298469,298968,1
10,336811,337310,1
10,354218,354717,0
10,374470,374969,1
10,390479,390978,0
10,416879,417378,1
10,442190,442689,1
10,466201,466700,0
10,501376,501875,0
10,527149,527648,0
10,539981,540480,1
10,559788,560287,0
10,581986,582485,0
10,608995,609494,0
10,612494,612993,1
10,653834,654333,1
10,667687,668186,0
10,683325,683824,1
10,711379,711878,1
10,736727,737226,1
11,7236,7735,0
11,10949,11448,0
11,42095,42594,1
11,55474,55973,1
11,59065,59564,0
11,98190,98689,1
11,142612,143111,0
11,145420,145919,1
11,152848,153347,1
11,164454,164953,0
11,178685,179184,0
11,189491,189990,0
11,195972,196471,1
11,197671,198170,0
11,206133,206632,0
11,213008,213507,1
11,217773,218272,0
11,257357,257856,1
11,302130,302629,1
11,320987,321486,0
11,329247,329746,1
11,388584,389083,1
11,393138,393637,0
11,404019,404518,0
11,405151,405650,0
11,416581,417080,1
11,444560,445059,1
11,447468,447967,1
11,496301,496800,0
11,516565,517064,1
11,530066,530565,1
11,545658,546157,0
11,579388,579887,0
11,581253,581752,1
11,611640,612139,1
11,642303,642802,1
11,649029,649528,0
11,663273,663772,0
12,51759,52258,1
12,67125,67624,0
12,76708,77207,1
12,91289,91788,1
12,93162,93661,1
12,96844,97343,0
12,126014,126513,0
12,144901,145400,0
12,156447,156946,1
12,176125,176624,0
12,222334,222833,1
12,231081,231580,1
12,233323,233822,0
12,243492,243991,1
12,281146,281645,0
12,289182,289681,1
12,343555,344054,1
12,345024,345523,0
12,369657,370156,0
12,371984,372483,0
12,372939,373438,1
12,375594,376093,0
12,412582,413081,1
12,413805,414304,0
12,415622,416121,0
12,419202,419701,0
12,431329,431828,0
12,450454,450953,1
12,458798,459297,1
12,484241,484740,0
12,503739,504238,0
12,511980,512479,0
12,512642,513141,1
12,539447,539946,0
12,594194,594693,0
12,602888,603387,1
12,622642,623141,1
12,644932,645431,1
12,659804,660303,1
12,676157,676656,0
12,685902,686401,0
12,687244,687743,1
12,717316,717815,0
12,744837,745336,1
12,793961,794460,1
12,821839,822338,1
12,853705,854204,0
12,869750,870249,0
12,888435,888934,1
12,889209,889708,0
12,903893,904392,0
12,914668,915167,0
12,928050,928549,1
12,947885,948384,1
12,987155,987654,0
12,1007053,1007552,1
12,1013752,1014251,1
12,1023709,1024208,1
12,1049069,1049568,0
12,1059481,1059980,1
13,7008,7507,0
13,31465,31964,1
13,39916,40415,1
13,49645,50144,1
13,73874,74373,1
13,88269,88768,0
13,94036,94535,1
13,137220,137719,1
13,158800,159299,1
13,183640,184139,1
13,194275,194774,0
13,230128,230627,0
13,239240,239739,0
13,242608,243107,0
13,262818,263317,1
13,274973,275472,0
13,276325,276824,0
13,286607,287106,1
13,307730,308229,0
13,363312,363811,0
13,370916,371415,1
13,432850,433349,1
13,448431,448930,0
13,468091,468590,1
13,494895,495394,0
13,497013,497512,0
13,498016,498515,0
13,534407,534906,0
13,535438,535937,1
13,537433,537932,0
13,541967,542466,0
13,554359,554858,1
13,602457,602956,0
13,603887,604386,0
13,611222,611721,1
13,621781,622280,0
13,634250,634749,1
13,649162,649661,1
13,677116,677615,0
13,688752,689251,1
13,690920,691419,0
13,713451,713950,0
13,749431,749930,0
13,758220,758719,1
13,772380,772879,1
13,804849,805348,1
13,812720,813219,0
13,815136,815635,1
13,828438,828937,0
13,865255,865754,1
13,878618,879117,1
13,897768,898267,1
14,5851,6350,0
14,28300,28799,1
14,36453,36952,0
14,61415,61914,1
14,82236,82735,0
14,89460,89959,1
14,126488,126987,1
14,162595,163094,0
14,169340,169839,1
14,177994,178493,0
14,195801,196300,1
14,217394,217893,0
14,250121,250620,1
14,256852,257351,0
14,273720,274219,0
14,279777,280276,1
14,289022,289521,0
14,293503,294002,0
14,304330,304829,0
14,307529,308028,0
14,321889,322388,1
14,352500,352999,1
14,364923,365422,0
14,372842,373341,0
14,412206,412705,1
14,416179,416678,0
14,449230,449729,1
14,459758,460257,0
14,498928,499427,1
14,545881,546380,1
14,560913,561412,1
14,582511,583010,0
14,609370,609869,1
14,635443,635942,1
14,679534,680033,0
14,691435,691934,1
14,692976,693475,0
14,713642,714141,1
14,715228,715727,0
14,724833,725332,0
14,738528,739027,1
14,764001,764500,1
15,2794,3293,0
15,35529,36028,1
15,36332,36831,0
15,72633,73132,1
15,85179,85678,1
15,113648,114147,1
15,141740,142239,0
15,154968,155467,1
15,166909,167408,1
15,226489,226988,0
15,265575,266074,0
15,277482,277981,1
15,280694,281193,0
15,308968,309467,1
15,337119,337618,1
15,432807,433306,0
15,436597,437096,1
15,482689,483188,0
15,489631,490130,1
15,497113,497612,1
15,510076,510575,0
15,519163,519662,0
15,520541,521040,1
15,566278,566777,1
15,596979,597478,0
15,600831,601330,1
15,633075,633574,0
15,640814,641313,0
15,656432,656931,1
15,669761,670260,0
15,681112,681611,1
15,712984,713483,0
15,721749,722248,0
15,729732,730231,1
15,746727,747226,0
15,766442,766941,1
15,776995,777494,0
15,783090,783589,1
15,808730,809229,0
15,854735,855234,1
15,873960,874459,1
15,898680,899179,0
15,908149,908648,1
15,925852,926351,0
15,933912,934411,0
15,947365,947864,0
15,981332,981831,1
15,1029185,1029684,0
15,1053419,1053918,1
15,1058380,1058879,0
16,21290,21789,0
16,42721,43220,1
16,59096,59595,0
16,71598,72097,0
16,73009,73508,1
16,89010,89509,0
16,97994,98493,0
16,116351,116850,1
16,175294,175793,0
16,189897,190396,0
16,234127,234626,0
16,289257,289756,1
16,331593,332092,1
16,339219,339718,0
16,365113,365612,0
16,376256,376755,0
16,384293,384792,1
16,390289,390788,0
16,418020,418519,1
16,456466,456965,1
16,511460,511959,1
16,555044,555543,0
16,563582,564081,1
16,564913,565412,1
16,583995,584494,1
16,589657,590156,0
16,596519,597018,0
16,633839,634338,1
16,684160,684659,1
16,695396,695895,1
16,698214,698713,0
16,721397,721896,0
16,749008,749507,1
16,776744,777243,1
16,797271,797770,0
16,818960,819459,1
16,842595,843094,1
16,880682,881181,1
16,901761,902260,0
16,905376,905875,0
16,932083,932582,0
16,932894,933393,1
