chrom	start	end	label
chr1	2111300	2111499	1
chr1	2125600	2125699	1
chr1	2141000	2141299	1
chr1	2180200	2180399	1
chr1	2182500	2182699	1
chr1	2197700	2197999	1
chr1	2198600	2198799	1
chr1	2200000	2200099	1
chr1	2204300	2204599	1
chr1	2210600	2210999	1
chr1	2225200	2225599	1
chr1	2242100	2242499	1
chr1	2248500	2248899	1
chr1	2284200	2284299	1
chr1	2289200	2289399	1
chr1	2308100	2308399	1
chr1	2314200	2314699	1
chr1	2315500	2315799	1
chr1	2321800	2321999	1
chr1	2324700	2324899	1
chr1	2338400	2338599	1
chr1	2359200	2359599	1
chr1	2361400	2361899	1
chr1	2362500	2362599	1
chr1	2363100	2363599	1
chr1	2364300	2364699	1
chr1	2368500	2368899	1
chr1	2376400	2376799	1
chr1	2379900	2379999	1
chr1	2390700	2390899	1
chr1	2393000	2393199	1
chr1	2398200	2398299	1
chr1	2399500	2399699	1
chr1	2400300	2400499	1
chr1	2417700	2418099	1
chr1	2424700	2424799	1
chr1	2435100	2435499	1
chr1	2441300	2441499	1
chr1	2442600	2442799	1
chr1	2445400	2445599	1
chr1	2447400	2447599	1
chr1	2449100	2449299	1
chr1	2458600	2458899	1
chr1	2459300	2459499	1
chr1	2470800	2471299	1
chr1	2482700	2482999	1
chr1	2489800	2490099	1
chr1	2492600	2493099	1
chr1	2494400	2494699	1
chr1	2495300	2495799	1
chr1	2519100	2519299	1
chr1	2519800	2520199	1
chr1	2528800	2529199	1
chr1	2533600	2533899	1
chr1	2539400	2539499	1
chr1	2543000	2543299	1
chr1	2555500	2555699	1
chr1	2563200	2563499	1
chr1	2564300	2564599	1
chr1	2581900	2582299	1
chr1	2617600	2617799	1
chr1	2618600	2618999	1
chr1	2700600	2700799	1
chr1	2701700	2701999	1
chr1	2714400	2714599	1
chr1	2717700	2717799	1
chr1	2723700	2724199	1
chr1	2734500	2734899	1
chr1	2737300	2737699	1
chr1	2738900	2739399	1
chr1	2744900	2745199	1
chr1	2746500	2746799	1
chr1	2751700	2751799	1
chr1	2767900	2768199	1
chr1	2779200	2779299	1
chr1	2787000	2787199	1
chr1	2790900	2791099	1
chr1	2801500	2801999	1
chr1	2806500	2806899	1
chr1	2807500	2807699	1
chr1	2814500	2814799	1
chr1	2830000	2830299	1
chr1	2834100	2834199	1
chr1	2839800	2840099	1
chr1	2844800	2845099	1
chr1	2851100	2851299	1
chr1	2858700	2858999	1
chr1	2862700	2863099	1
chr1	2865900	2865999	1
chr1	2866700	2866899	1
chr1	2876300	2876499	1
chr1	2877700	2877799	1
chr1	2878200	2878299	1
chr1	2895900	2895999	1
chr1	2916500	2916699	1
chr1	2918900	2919299	1
chr1	2922900	2923099	1
chr1	2925900	2926199	1
chr1	2935200	2935499	1
chr1	2937600	2937699	1
chr1	2944400	2944599	1
chr1	2946300	2946399	1
chr1	2951600	2951999	1
chr1	2969800	2970099	1
chr1	2970600	2970799	1
chr1	2983400	2983599	1
chr1	3000100	3000499	1
chr1	3009100	3009399	1
chr1	3016800	3016899	1
chr1	3019700	3020199	1
chr1	3022900	3023399	1
chr1	3023900	3024299	1
chr1	3026200	3026499	1
chr1	3027400	3027699	1
chr1	3031900	3032199	1
chr1	3033800	3034199	1
chr1	3036200	3036399	1
chr1	3040500	3040799	1
chr1	3053700	3053799	1
chr1	3057700	3057799	1
chr1	3062600	3062899	1
chr1	3064500	3064799	1
chr1	3065500	3065799	1
chr1	3071100	3071199	1
chr1	3072600	3072799	1
chr1	3084000	3084099	1
chr1	3089900	3090099	1
chr1	3091100	3091299	1
chr1	3096800	3096899	1
chr1	3102500	3102799	1
chr1	3114500	3114699	1
chr1	3123900	3124099	1
chr1	3134200	3134499	1
chr1	3142800	3142999	1
chr1	3146900	3147099	1
chr1	3147500	3147699	1
chr1	3148200	3148699	1
chr1	3151300	3151499	1
chr1	3152400	3152699	1
chr1	3160100	3160199	1
chr1	3175600	3175699	1
chr1	3176100	3176599	1
chr1	3188700	3188999	1
chr1	3189500	3189699	1
chr1	3192100	3192599	1
chr1	3195000	3195199	1
chr1	3200700	3201199	1
chr1	3202800	3203199	1
chr1	3207200	3207699	1
chr1	3215400	3215799	1
chr1	3220000	3220299	1
chr1	3220800	3220899	1
chr1	3221700	3222199	1
chr1	3224600	3224899	1
chr1	3231000	3231299	1
chr1	3233000	3233099	1
chr1	3242400	3242499	1
chr1	3244800	3244999	1
chr1	3245800	3246199	1
chr1	3269500	3269799	1
chr1	3273300	3273499	1
chr1	3278400	3278899	1
chr1	3301600	3301899	1
chr1	3305600	3305699	1
chr1	3315000	3315199	1
chr1	3317400	3317599	1
chr1	3321200	3321399	1
chr1	3328700	3328999	1
chr1	3329800	3330199	1
chr1	3330900	3331199	1
chr1	3331900	3332299	1
chr1	3337400	3337499	1
chr1	3339800	3339899	1
chr1	3342200	3342599	1
chr1	3356900	3357299	1
chr1	3371800	3372199	1
chr1	3372900	3373299	1
chr1	3373900	3374399	1
chr1	3387300	3387699	1
chr1	3399400	3399499	1
chr1	3410600	3410999	1
chr1	3427600	3427899	1
chr1	3433700	3434099	1
chr1	3437200	3437399	1
chr1	3441900	3442099	1
chr1	3447100	3447299	1
chr1	3451200	3451399	1
chr1	3451700	3452199	1
chr1	3455800	3456099	1
chr1	3479600	3479799	1
chr1	3480100	3480299	1
chr1	3495700	3495999	1
chr1	3497800	3498099	1
chr1	3503100	3503199	1
chr1	3507700	3507999	1
chr1	3508900	3508999	1
chr1	3511400	3511499	1
chr1	3519500	3519699	1
chr1	3523500	3523899	1
chr1	3530200	3530599	1
chr1	3534100	3534199	1
chr1	3534800	3535199	1
chr1	3536000	3536499	1
chr1	3540500	3540899	1
chr1	3565600	3566099	1
chr1	3567600	3567999	1
chr1	3590200	3590699	1
chr1	3600300	3600399	1
chr1	3601200	3601699	1
chr1	3603000	3603099	1
chr1	3603400	3603599	1
chr1	3604400	3604899	1
chr1	3606100	3606399	1
chr1	3608300	3608499	1
chr1	3620800	3621099	1
chr1	3623100	3623199	1
chr1	3623800	3624099	1
chr1	3625000	3625099	1
chr1	3625800	3626299	1
chr1	3629200	3629399	1
chr1	3630400	3630799	1
chr1	3632300	3632599	1
chr1	3633600	3633699	1
chr1	3646000	3646299	1
chr1	3646900	3647199	1
chr1	3661600	3662099	1
chr1	3671600	3672099	1
chr1	3678100	3678599	1
chr1	3688000	3688399	1
chr1	3690700	3691099	1
chr1	3695100	3695299	1
chr1	3703600	3703799	1
chr1	3706700	3706899	1
chr1	3716800	3716999	1
chr1	3734700	3734899	1
chr1	3737400	3737699	1
chr1	3796700	3797199	1
chr1	3819500	3819799	1
chr1	3823300	3823399	1
chr1	3827000	3827099	1
chr1	3828500	3828799	1
chr1	3831100	3831299	1
chr1	3831800	3831899	1
chr1	4007500	4007899	1
chr1	4032700	4032999	1
chr1	4046800	4047299	1
chr1	4056000	4056099	1
chr1	4081100	4081299	1
chr1	4082800	4083299	1
chr1	4088100	4088299	1
chr1	4092900	4093399	1
chr1	4113600	4113799	1
chr1	4118600	4118799	1
chr1	4121300	4121699	1
chr1	4128800	4128899	1
chr1	4138100	4138399	1
chr1	4146000	4146199	1
chr1	4148400	4148799	1
chr1	4151000	4151399	1
chr1	4175600	4175699	1
chr1	4190500	4190599	1
chr1	4192100	4192599	1
chr1	4209200	4209399	1
chr1	4237500	4237899	1
chr1	4268700	4268999	1
chr1	4269300	4269599	1
chr1	4277700	4277899	1
chr1	4318900	4319099	1
chr1	4331400	4331499	1
chr1	4353200	4353599	1
chr1	4353900	4354099	1
chr1	4368000	4368099	1
chr1	4368900	4368999	1
chr1	4382900	4383399	1
chr1	4399300	4399599	1
chr1	4400100	4400299	1
chr1	4402900	4403199	1
chr1	4415200	4415499	1
chr1	4415800	4415999	1
chr1	4418000	4418299	1
chr1	4420300	4420699	1
chr1	4437200	4437499	1
chr1	4442400	4442799	1
chr1	4448700	4448899	1
chr1	4449500	4449699	1
chr1	4455800	4456299	1
chr1	4466800	4467099	1
chr1	4485900	4486099	1
chr1	4498900	4499299	1
chr1	4500500	4500899	1
chr1	4511100	4511299	1
chr1	4514000	4514399	1
chr1	4546800	4546899	1
chr1	4548500	4548899	1
chr1	4554900	4555099	1
chr1	4571400	4571599	1
chr1	4575700	4575999	1
chr1	4584200	4584499	1
chr1	4608900	4609099	1
chr1	4610200	4610299	1
chr1	4646200	4646699	1
chr1	4647100	4647399	1
chr1	4653600	4653999	1
chr1	4656600	4656699	1
chr1	4673500	4673999	1
chr1	4677200	4677699	1
chr1	4683400	4683699	1
chr1	4684000	4684399	1
chr1	4686200	4686599	1
chr1	4692200	4692399	1
chr1	4697000	4697099	1
chr1	4702600	4702999	1
chr1	4716500	4716999	1
chr1	4718000	4718399	1
chr1	4724800	4725099	1
chr1	4735300	4735699	1
chr1	4746500	4746699	1
chr1	4753400	4753799	1
chr1	4761000	4761399	1
chr1	4779800	4780299	1
chr1	4780800	4781199	1
chr1	4781500	4781899	1
chr1	4783100	4783199	1
chr1	4786400	4786699	1
chr1	4788600	4789099	1
chr1	4794600	4794999	1
chr1	4798700	4799099	1
chr1	4803400	4803799	1
chr1	4805400	4805799	1
chr1	4807200	4807499	1
chr1	4821000	4821499	1
chr1	4830900	4831299	1
chr1	4846200	4846399	1
chr1	4847200	4847699	1
chr1	4856400	4856599	1
chr1	4858300	4858799	1
chr1	4859600	4860099	1
chr1	4863400	4863899	1
chr1	4885200	4885399	1
chr1	4890900	4891199	1
chr1	4911400	4911699	1
chr1	4933500	4933599	1
chr1	4938400	4938499	1
chr1	4939800	4939999	1
chr1	4959300	4959799	1
chr1	4970100	4970299	1
chr1	4973700	4974099	1
chr1	4985100	4985299	1
chr1	4998800	4999299	1
chr1	4999900	5000399	1
chr1	5001600	5001799	1
chr1	5002100	5002399	1
chr1	5009400	5009699	1
chr1	5016600	5017099	1
chr1	5029900	5030099	1
chr1	5060600	5060999	1
chr1	5070100	5070499	1
chr1	5074800	5075199	1
chr1	5092800	5092899	1
chr1	5196000	5196199	1
chr1	5199600	5199999	1
chr1	5201900	5202399	1
chr1	5224900	5225099	1
chr1	5225400	5225799	1
chr1	5230700	5231099	1
chr1	5231700	5231999	1
chr1	5258000	5258099	1
chr1	5304300	5304599	1
chr1	5316000	5316199	1
chr1	5326400	5326899	1
chr1	5328400	5328799	1
chr1	5330600	5330799	1
chr1	5332300	5332399	1
chr1	5353700	5353999	1
chr1	5373400	5373499	1
chr1	5386200	5386299	1
chr1	5389300	5389799	1
chr1	5390800	5391099	1
chr1	5394900	5395099	1
chr1	5395700	5395999	1
chr1	5401700	5402099	1
chr1	5403300	5403799	1
chr1	5423400	5423499	1
chr1	5424700	5425099	1
chr1	5445400	5445899	1
chr1	5452900	5453399	1
chr1	5456100	5456499	1
chr1	5462000	5462299	1
chr1	5463900	5464199	1
chr1	5472100	5472299	1
chr1	5478300	5478599	1
chr1	5479600	5479899	1
chr1	5482800	5482999	1
chr1	5483800	5484099	1
chr1	5490200	5490699	1
chr1	5495600	5495799	1
chr1	5501900	5502399	1
chr1	5502800	5502899	1
chr1	5503900	5504199	1
chr1	5506500	5506699	1
chr1	5515900	5516099	1
chr1	5520700	5521199	1
chr1	5521600	5521799	1
chr1	5522200	5522499	1
chr1	5530900	5530999	1
chr1	5540300	5540399	1
chr1	5542900	5543099	1
chr1	5547400	5547499	1
chr1	5557300	5557599	1
chr1	5558300	5558599	1
chr1	5564200	5564499	1
chr1	5566700	5567199	1
chr1	5569900	5569999	1
chr1	5570800	5571099	1
chr1	5575400	5575499	1
chr1	5587300	5587499	1
chr1	5624700	5624899	1
chr1	5631800	5631899	1
chr1	5658000	5658199	1
chr1	5680200	5680399	1
chr1	5689700	5690099	1
chr1	5698200	5698699	1
chr1	5705900	5706399	1
chr1	5709800	5709999	1
chr1	5721700	5721799	1
chr1	5726400	5726699	1
chr1	5727700	5728199	1
chr1	5741000	5741099	1
chr1	5742900	5743299	1
chr1	5743600	5743999	1
chr1	5745500	5745599	1
chr1	5751400	5751499	1
chr1	5767300	5767599	1
chr1	5776500	5776599	1
chr1	5777900	5778099	1
chr1	5789700	5789899	1
chr1	5790800	5790999	1
chr1	5799700	5800099	1
chr1	5802000	5802099	1
chr1	5819300	5819699	1
chr1	5853200	5853399	1
chr1	5855800	5856099	1
chr1	5856600	5857099	1
chr1	5887500	5887999	1
chr1	5893800	5894199	1
chr1	5903900	5904399	1
chr1	5905100	5905399	1
chr1	5915100	5915499	1
chr1	5918400	5918899	1
chr1	5922300	5922599	1
chr1	5935100	5935299	1
chr1	5943900	5944399	1
chr1	5949700	5950099	1
chr1	5951900	5952199	1
chr1	5952600	5952999	1
chr1	5965200	5965399	1
chr1	5966800	5966999	1
chr1	5969200	5969299	1
chr1	5970100	5970499	1
chr1	5993400	5993699	1
chr1	6019500	6019899	1
chr1	6037100	6037499	1
chr1	6040800	6041199	1
chr1	6049100	6049599	1
chr1	6054000	6054299	1
chr1	6066700	6066799	1
chr1	6072600	6072799	1
chr1	6073400	6073799	1
chr1	6099300	6099799	1
chr1	6100300	6100599	1
chr1	6103500	6103799	1
chr1	6106500	6106999	1
chr1	6108900	6109099	1
chr1	6109700	6110099	1
chr1	6119800	6119899	1
chr1	6124800	6125199	1
chr1	6133100	6133599	1
chr1	6141300	6141599	1
chr1	6152000	6152199	1
chr1	6157800	6158099	1
chr1	6158900	6158999	1
chr1	6160000	6160199	1
chr1	6161400	6161699	1
chr1	6165200	6165499	1
chr1	6165800	6165899	1
chr1	6166800	6167099	1
chr1	6186200	6186599	1
chr1	6188500	6188999	1
chr1	6205200	6205699	1
chr1	6207000	6207399	1
chr1	6207900	6208199	1
chr1	6211300	6211599	1
chr1	6259100	6259199	1
chr1	6267200	6267599	1
chr1	6299000	6299499	1
chr1	6310100	6310199	1
chr1	6311900	6312099	1
chr1	6321600	6321899	1
chr1	6326000	6326099	1
chr1	6326900	6327099	1
chr1	6331800	6331999	1
chr1	6332800	6333099	1
chr1	6337400	6337799	1
chr1	6342600	6342799	1
chr1	6360400	6360899	1
chr1	6361900	6362299	1
chr1	6367700	6368099	1
chr1	6380100	6380299	1
chr1	6389400	6389799	1
chr1	6390500	6390599	1
chr1	6409600	6409799	1
chr1	6410200	6410399	1
chr1	6445500	6445599	1
chr1	6455200	6455399	1
chr1	6479200	6479299	1
chr1	6483000	6483199	1
chr1	6484000	6484199	1
chr1	6501300	6501599	1
chr1	6504500	6504599	1
chr1	6506400	6506699	1
chr1	6510700	6511099	1
chr1	6517400	6517499	1
chr1	6521200	6521399	1
chr1	6522300	6522499	1
chr1	6522900	6523099	1
chr1	6525300	6525599	1
chr1	6527700	6527799	1
chr1	6529200	6529499	1
chr1	6530300	6530499	1
chr1	6533600	6533899	1
chr1	6535100	6535299	1
chr1	6543600	6543699	1
chr1	6546000	6546499	1
chr1	6549800	6549899	1
chr1	6551200	6551699	1
chr1	6560500	6560699	1
chr1	6632700	6633099	1
chr1	6639200	6639399	1
chr1	6646100	6646499	1
chr1	6687700	6687899	1
chr1	6713700	6713999	1
chr1	6846600	6846799	1
chr1	6971000	6971099	1
chr1	6983400	6983899	1
chr1	6994600	6994899	1
chr1	7010500	7010899	1
chr1	7015100	7015399	1
chr1	7028800	7028999	1
chr1	7060200	7060399	1
chr1	7069200	7069499	1
chr1	7072100	7072599	1
chr1	7075200	7075399	1
chr1	7081200	7081499	1
chr1	7082800	7082899	1
chr1	7104600	7104799	1
chr1	7116800	7116899	1
chr1	7131900	7132099	1
chr1	7133400	7133599	1
chr1	7150000	7150299	1
chr1	7150900	7151099	1
chr1	7153200	7153399	1
chr1	7170000	7170199	1
chr1	7181800	7182199	1
chr1	7182700	7183099	1
chr1	7185000	7185099	1
chr1	7185700	7185799	1
chr1	7209700	7210099	1
chr1	7211500	7211599	1
chr1	7214300	7214499	1
chr1	7252400	7252599	1
chr1	7268600	7268699	1
chr1	7282400	7282699	1
chr1	7293800	7294099	1
chr1	7297300	7297599	1
chr1	7340000	7340099	1
chr1	7354400	7354599	1
chr1	7358300	7358399	1
chr1	7374500	7374699	1
chr1	7375800	7376199	1
chr1	7378200	7378499	1
chr1	7379300	7379599	1
chr1	7393100	7393299	1
chr1	7406400	7406599	1
chr1	7409000	7409199	1
chr1	7409600	7409799	1
chr1	7416800	7417299	1
chr1	7419400	7419599	1
chr1	7427200	7427399	1
chr1	7429100	7429299	1
chr1	7436500	7436699	1
chr1	7468700	7468999	1
chr1	7497600	7497699	1
chr1	7498600	7498899	1
chr1	7505100	7505399	1
chr1	7513900	7514199	1
chr1	7546800	7546999	1
chr1	7555400	7555599	1
chr1	7578700	7578899	1
chr1	7611900	7612099	1
chr1	7616000	7616399	1
chr1	7636900	7637099	1
chr1	7642400	7642799	1
chr1	7643600	7643699	1
chr1	7650000	7650199	1
chr1	7655800	7655999	1
chr1	7684300	7684599	1
chr1	7691900	7692199	1
chr1	7700100	7700399	1
chr1	7700700	7700799	1
chr1	7711400	7711599	1
chr1	7723900	7724299	1
chr1	7735200	7735499	1
chr1	7737200	7737599	1
chr1	7752500	7752799	1
chr1	7757300	7757699	1
chr1	7763300	7763499	1
chr1	7796700	7797099	1
chr1	7798500	7798799	1
chr1	7811300	7811599	1
chr1	7928800	7928999	1
chr1	7936300	7936399	1
chr1	8043900	8044299	1
chr1	8243400	8243599	1
chr1	8342500	8342799	1
chr1	8374900	8375199	1
chr1	8408500	8408999	1
chr1	8416900	8417199	1
chr1	8422900	8423099	1
chr1	8424100	8424399	1
chr1	8433700	8433899	1
chr1	8450100	8450299	1
chr1	8497400	8497499	1
chr1	8970500	8970699	1
chr1	8999900	9000199	1
chr1	9094200	9094499	1
chr1	9098700	9098899	1
chr1	9100500	9100699	1
chr1	9159000	9159299	1
chr1	9171400	9171699	1
chr1	9188200	9188299	1
chr1	9222600	9222799	1
chr1	9235000	9235099	1
chr1	9261300	9261599	1
chr1	9304300	9304699	1
chr1	9305100	9305399	1
chr1	9307200	9307699	1
chr1	9308400	9308899	1
chr1	9310200	9310599	1
chr1	9316300	9316499	1
chr1	9321100	9321399	1
chr1	9325400	9325499	1
chr1	9332900	9332999	1
chr1	9341000	9341399	1
chr1	9357300	9357399	1
chr1	9362800	9363099	1
chr1	9376400	9376599	1
chr1	9381300	9381399	1
chr1	9386100	9386299	1
chr1	9398600	9398999	1
chr1	9415200	9415299	1
chr1	9481700	9481999	1
chr1	9489400	9489799	1
chr1	9653900	9654099	1
chr1	9657100	9657399	1
chr1	9662300	9662599	1
chr1	9665700	9665899	1
chr1	9688700	9689099	1
chr1	9700700	9700999	1
chr1	9713500	9713799	1
chr1	9750800	9750999	1
chr1	9751600	9751799	1
chr1	9776200	9776299	1
chr1	9777000	9777099	1
chr1	9780800	9781299	1
chr1	9783900	9784399	1
chr1	9790500	9790799	1
chr1	9901800	9902299	1
chr1	9902600	9902899	1
chr1	9903600	9903899	1
chr1	9912000	9912199	1
chr1	9913000	9913299	1
chr1	9919200	9919399	1
chr1	9930900	9930999	1
chr1	9931400	9931699	1
chr1	9942800	9942999	1
chr1	9969500	9969899	1
chr1	10119700	10119999	1
chr1	10477100	10477399	1
chr1	10492600	10492899	1
chr1	10532000	10532299	1
chr1	10676300	10676399	1
chr1	10677500	10677699	1
chr1	10691200	10691499	1
chr1	10694800	10695299	1
chr1	10701300	10701699	1
chr1	10708100	10708499	1
chr1	10719900	10720099	1
chr1	10724600	10724999	1
chr1	10726100	10726399	1
chr1	10728900	10729199	1
chr1	10735400	10735699	1
chr1	10739700	10739899	1
chr1	10742200	10742499	1
chr1	10743100	10743499	1
chr1	10745400	10745699	1
chr1	10747000	10747199	1
chr1	10750400	10750499	1
chr1	10755400	10755599	1
chr1	10757500	10757699	1
chr1	10804800	10804999	1
chr1	10805600	10805899	1
chr1	10816800	10816999	1
chr1	10817400	10817499	1
chr1	10817900	10818099	1
chr1	10819800	10819999	1
chr1	10822600	10823099	1
chr1	10832000	10832499	1
chr1	10834700	10835099	1
chr1	10835700	10835999	1
chr1	10847700	10847799	1
chr1	10854300	10854499	1
chr1	10855300	10855699	1
chr1	10860400	10860699	1
chr1	10872600	10872999	1
chr1	10926000	10926299	1
chr1	10928000	10928299	1
chr1	10929500	10929699	1
chr1	10957300	10957599	1
chr1	10961300	10961499	1
chr1	10964400	10964899	1
chr1	10966400	10966499	1
chr1	11002500	11002699	1
chr1	11006800	11006899	1
chr1	11098300	11098599	1
chr1	11113600	11113999	1
chr1	11188800	11188999	1
chr1	11190000	11190499	1
chr1	11191200	11191699	1
chr1	11211200	11211599	1
chr1	11249100	11249499	1
chr1	11275100	11275199	1
chr1	11294500	11294599	1
chr1	11307600	11307999	1
chr1	11312900	11312999	1
chr1	11394900	11395299	1
chr1	11419500	11419599	1
chr1	11497000	11497299	1
chr1	11509000	11509199	1
chr1	11510100	11510299	1
chr1	11512100	11512399	1
chr1	11516500	11516899	1
chr1	11535100	11535199	1
chr1	11539600	11539899	1
chr1	11542600	11542799	1
chr1	11583500	11583799	1
chr1	11591700	11592099	1
chr1	11595500	11595999	1
chr1	11605300	11605699	1
chr1	11615300	11615699	1
chr1	11618600	11619099	1
chr1	11631400	11631699	1
chr1	11635600	11635699	1
chr1	11650200	11650399	1
chr1	11677000	11677499	1
chr1	11706600	11707099	1
chr1	11713900	11714199	1
chr1	11722100	11722299	1
chr1	11736100	11736199	1
chr1	11736900	11737099	1
chr1	11752500	11752899	1
chr1	11753700	11753899	1
chr1	11757800	11758299	1
chr1	11766200	11766399	1
chr1	11772100	11772199	1
chr1	11801000	11801399	1
chr1	11807400	11807899	1
chr1	11808400	11808499	1
chr1	11849300	11849599	1
chr1	11851900	11852399	1
chr1	11888200	11888399	1
chr1	11889900	11890099	1
chr1	11934700	11934899	1
chr1	11939000	11939099	1
chr1	11939400	11939699	1
chr1	11967100	11967299	1
chr1	12010000	12010099	1
chr1	12018200	12018499	1
chr1	12026800	12026899	1
chr1	12044800	12044899	1
chr1	12066500	12066999	1
chr1	12082100	12082199	1
chr1	12091500	12091999	1
chr1	12115300	12115399	1
chr1	12117800	12117899	1
chr1	12124000	12124399	1
chr1	12138200	12138299	1
chr1	12141000	12141199	1
chr1	12187300	12187599	1
chr1	12199200	12199599	1
chr1	12201100	12201199	1
chr1	12213200	12213399	1
chr1	12228700	12228799	1
chr1	12232100	12232499	1
chr1	12232900	12233299	1
chr1	12235700	12235899	1
chr1	12236700	12237099	1
chr1	12249000	12249399	1
chr1	12259900	12260099	1
chr1	12260600	12260799	1
chr1	12263400	12263599	1
chr1	12446800	12446999	1
chr1	12539000	12539199	1
chr1	12550100	12550299	1
chr1	12565400	12565699	1
chr1	12600600	12600799	1
chr1	12612400	12612699	1
chr1	12613200	12613499	1
chr1	12659300	12659799	1
chr1	12673100	12673199	1
chr1	12676500	12676699	1
chr1	12728300	12728399	1
chr1	12766700	12766899	1
chr1	12818400	12818499	1
chr1	12828700	12828999	1
chr1	12834900	12834999	1
chr1	12857800	12858199	1
chr1	12867400	12867799	1
chr1	13801800	13802199	1
chr1	13836500	13836599	1
chr1	13847900	13848299	1
chr1	13911400	13911899	1
chr1	14024200	14024499	1
chr1	14107100	14107599	1
chr1	14116200	14116299	1
chr1	14138500	14138899	1
chr1	14159200	14159399	1
chr1	14200000	14200299	1
chr1	14223700	14223799	1
chr1	14224300	14224799	1
chr1	14275000	14275299	1
chr1	14285700	14285999	1
chr1	14292500	14292799	1
chr1	14300700	14300899	1
chr1	14337300	14337799	1
chr1	14345000	14345399	1
chr1	14345800	14346199	1
chr1	14350400	14350699	1
chr1	14353200	14353499	1
chr1	14381800	14381999	1
chr1	14450100	14450399	1
chr1	14451500	14451899	1
chr1	14455000	14455199	1
chr1	14486400	14486899	1
chr1	14535500	14535599	1
chr1	14558300	14558399	1
chr1	14650000	14650099	1
chr1	14705400	14705699	1
chr1	14717800	14718199	1
chr1	14752700	14753099	1
chr1	14786500	14786799	1
chr1	14841800	14842099	1
chr1	14848700	14848799	1
chr1	14898500	14898699	1
chr1	14918400	14918599	1
chr1	14920200	14920599	1
chr1	14924300	14924699	1
chr1	14927300	14927599	1
chr1	14930400	14930499	1
chr1	14952300	14952699	1
chr1	14953000	14953499	1
chr1	14954100	14954499	1
chr1	14961200	14961399	1
chr1	14962200	14962599	1
chr1	14967000	14967499	1
chr1	14975700	14975899	1
chr1	14982400	14982599	1
chr1	14997400	14997499	1
chr1	15004500	15004999	1
chr1	15009900	15010099	1
chr1	15013700	15013899	1
chr1	15024800	15025299	1
chr1	15031200	15031399	1
chr1	15036900	15036999	1
chr1	15052800	15053299	1
chr1	15075500	15075699	1
chr1	15078600	15078899	1
chr1	15086300	15086399	1
chr1	15093800	15093999	1
chr1	15114800	15114999	1
chr1	15122500	15122799	1
